author_id,first_name,middle_name,last_name
417,William,,Cook
418,Andrei,,Alexandrescu
419,Yehuda,,Katz
420,Richard,,Monson-Haefel
421,George,,Kurtz
422,Seth,,Stephens-Davidowitz
423,Martin,,Gardner
424,Bruce,,Lawson
425,Robert,,Knake
426,Ellen,,Ullman
427,John,,Crupi
428,Diana,,Larsen
429,Eric,,Giguere
430,Derek,,Balling
431,Paul,,Ceruzzi
432,Tom,,Fawcett
433,Jeff,,Johnson
434,Jon,,Gertner
435,Yashavant,,Kanetkar
436,Andy,,Oram
437,Kenneth,,Steiglitz
438,Trevor,,Hastie
439,Jeffrey,,Ullman
440,Adrian,,Holovaty
441,Kevin,,Kelly
442,Paul,,Barry
443,Uwe,,SchÃ¶ning
444,John,,Burgess
445,Christopher,,Steiner
446,Eric,,Redmond
447,Jon,,Erickson
448,Timothy,,Gowers
449,Karl,,Matthias
450,Jason,,Fried
451,Jacquelyn,,Carter
452,Jacob,,Appelbaum
453,Andrew,,Glover
454,John,,White
455,Ed,,Yourdon
456,The,,Consortium
457,Michael,,Lucas
458,Raphael,,Malveau
459,Simon,,Marlow
460,Ralph,,Johnson
461,Bjarne,,Stroustrup
462,Jeremy,,Kubica
463,Dan,,Malks
464,Michael,,Folk
465,Allen,,Dutoit
466,Jack,,Falk
467,Andrew,,Tanenbaum
468,Andrew,,Appel
469,Rachel,,Warren
470,Nick,,Rozanski
471,Gunnar,,Overgaard
472,Debra,,Cameron
473,Sanjay,,Patel
474,Greg,,Perry
475,Andrew,,Barto
476,Pedro,,Domingos
477,Mordechai,,Ben-Ari
478,John,,Koza
479,Peter,,Pacheco
480,David,,Bourg
481,Robert,,Martin
482,Philip,,Jackson
483,Paul,,Duvall
484,Paul,,Churchland
485,David,,Patterson
486,Roland,,Mas
487,Imre,,Leader
488,Michael,,Dirolf
489,Jerome,,Saltzer
490,James,,Whittaker
491,Betsy,,Beyer
492,Albert-László,,Barabási
493,Lisa,,Crispin
494,Peter,,Wallack
495,Trend-Pro,,Ltd.
496,Sydney,,Padua
497,Niklaus,,Wirth
498,James,,Foley
499,Lawrence,,Lessig
500,Edward,,Tufte
501,Carl,,Albing
502,Luke,,Hohmann
503,Mark,,Ryan
504,Richard,,Sutton
505,Fletcher,,Dunn
506,George,,Karypis
507,Maurice,,Naftalin
508,John,,Willis
509,Jez,,Humble
510,Neil,,Jones
511,Stanley,,Lippman
512,Simon,,Brown
513,Eric,,Lengyel
514,Marc,,Kreveld
515,Chris,,Jones
516,Andrew,,Hodges
517,Earle,,Castledine
518,F.,,Leighton
519,Philippe,,Flajolet
520,Peter,,Hart
521,Philip,,Japikse
522,Michael,,Ligh
523,Mark,,Richards
524,Gary,,Wright
525,Viktor,,Mayer-Schönberger
526,Gautam,,Shroff
527,Jonathan,,Stoddard
528,Richard,,Hamming
529,Cristina,,Lopes
530,Stoyan,,Stefanov
531,Michael,,Abrash
532,Bradley,,Miller
533,Jim,,Highsmith
534,Anthony,,Molinaro
535,Frank,,Buschmann
536,Peter,,Dayan
537,James,,Gleick
538,Tony,,Mason
539,Nell,,Dale
540,Kevin,,Fall
541,Ryan,,Breidenbach
542,Doug,,Hoyte
543,Remy,,Sharp
544,Chas,,Emerick
545,Daniel,,Shiffman
546,Flavio,,Junqueira
547,Nello,,Cristianini
548,Greg,,Wilson
549,Mike,,Cohn
550,Michael,,Lewis
551,Neal,,Gafter
552,William,,Byrd
553,Frederick,Jr.,Brooks
554,OReilly,,Team
555,Axel,,Rauschmayer
556,Andrew,,Ng
557,William,,Press
558,ACM,,Staff
559,Michael,,Fisher
560,John,,Lewis
561,Simon,,Haykin
562,Jim,,Blandy
563,Herbert,,Schildt
564,Rich,,Gibson
565,Markus,,Winand
566,Seymour,,Papert
567,Raghu,,Ramakrishnan
568,Greg,,Newman
569,Christopher,,Manning
570,Gregor,,Hohpe
571,Roland,,Kuhn
572,Doug,,Cutting
573,Daniel,,Cohen
574,Brian,,Foy
575,Alan,,Mycroft
576,Ian,,Witten
577,Chad,,Fowler
578,Ronen,,Feldman
579,Marvin,,Zelkowitz
580,Mana,,Takahashi
581,John,,Foreman
582,Andries,,Dam
583,John,,Hughes
584,William,,Kent
585,Gene,,Kim
586,Wes,,McKinney
587,Brian,,Totty
588,Matt,,Welsh
589,Gojko,,Adzic
590,Greg,,Nudelman
591,Dean,,Leffingwell
592,Peter,,Salus
593,Jared,,Richardson
594,Willi,,Richert
595,Winston,,Chang
596,Martin,,Odersky
597,Drew,,Neil
598,Gilbert,,Strang
599,Jon,,Loeliger
600,Christos,,Papadimitriou
601,Chris,,Shiflett
602,Glenn,,Greenwald
603,Mike,,Gancarz
604,Kevin,,Beaver
605,James,,Warren
606,Reto,,Meier
607,Jennifer,,Robbins
608,Mike,,Loukides
609,Aaron,,Tenenbaum
610,Anany,,Levitin
611,Joshua,,Bloch
612,Benjamin,,Reed
613,Michael,,Goldwasser
614,Marcus,,Pinto
615,Robert,,Vamosi
616,Tariq,,Rashid
617,Daphne,,Koller
618,James,,Reffell
619,Boaz,,Barak
620,Steven,,Holzner
621,Franz,,Baader
622,Sara,,Baase
623,Christel,,Baier
624,Jon,,Bentley
625,Hadley,,Wickham
626,Jeff,,Atwood
627,John,,Mongan
628,Jeff,,Hammerbacher
629,John,,Mitchell
630,Marc,,Goodman
631,John,,Allen
632,Neil,,Matthew
633,Tony,,Gaddis
634,Timothy,,Lister
635,Carl,,Meyer
636,Amy,,Brown
637,Eric,,Matthes
638,Dan,,Gusfield
639,Vincent,,Massol
640,Robert,,Romano
641,Christer,,Ericson
642,Andreas,,Zeller
643,Carolyn,,Begg
644,Claire,,Evans
645,Dusty,,Phillips
646,Dave,,Agans
647,Mark,,Berg
648,Felipe,,Leme
649,John,,Kelleher
650,Andy,,Hertzfeld
651,Samuel,,Arbesman
652,Max,,Jacobson
653,Yale,,Patt
654,Dick,,Grune
655,Michael,,Stonebraker
656,Tomas,,Akenine-Möller
657,Ken,,Schwaber
658,Michael,,Taylor
659,Grady,,Booch
660,Pete,,Goodliffe
661,Joshua,,Suereth
662,Garth,,Snyder
663,Leo,,Dorst
664,Barry,,OReilly
665,Jennifer,,Greene
666,Douglas,,Schmidt
667,Joseph,,Schmuller
668,Andrew,,Gelman
669,Karl,,Wiegers
670,Andreas,,Wirthensohn
672,Tom,,Liston
673,Dean,,Miller
674,Jakob,,Nielsen
675,Elaine,,Rich
676,Leland,,Purvis
677,Ivan,,Ristic
678,Richard,,Warburton
679,Michel,,Goossens
680,S.,,Cooper
681,Michael,,Mitzenmacher
682,Shamkant,,Navathe
683,Gordon,,Lyon
684,Matthew,,Gast
685,William,,Lidwell
686,Bruce,,Sterling
687,Chuck,,Musciano
688,Benjamin,,Lipchak
689,Peter,,Zaitsev
690,Keith,,Jones
691,Steven,,Levithan
692,Bryan,,OSullivan
693,Ken,,Ledeen
694,Christopher,,Alexander
695,Lar,,Kaufman
696,David,,Leavitt
697,Sam,,Williams
698,Marco,,Cesati
699,Alan,,Turing
700,Ira,,Pohl
701,Ernest,,Nagel
702,Eibe,,Frank
703,George,,Boolos
704,Peter,,Robson
705,Michael,,Lopp
707,Dean,,Wampler
708,Brett,,McLaughlin
709,P.J.,,Plauger
710,Herb,,Sutter
711,Peter,,Kim
712,Russ,,Miles
713,Alex,,Ionescu
714,Prabhakar,,Raghavan
715,Chris,,Anley
716,Mor,,Harchol-Balter
717,Neal,,Stephenson
718,Harry,,Lewis
719,Andriy,,Burkov
720,Vaughn,,Vernon
721,David,,Barber
722,David,,Kahn
723,Toby,,Segaran
724,Holden,,Karau
725,Nancy,,Lynch
726,Shawn,,Hedman
727,Peter,,Hruschka
728,Sailu,,Reddy
729,Christophe,,Grand
730,Daniel,,Holden
731,Joseph,,Bonneau
732,Andrew,,Blum
733,Mark,,Overmars
734,Miran,,LipovaÄa
735,Gerald,,Weinberg
736,Aoife,,DArcy
737,Anthony,,Williams
738,Kent,,Kawahara
739,Jeff,,Duntemann
740,Robert,,Glass
741,Donald,,Yacktman
742,Terrence,,Pratt
743,Rachid,,Guerraoui
744,Jan,,Goyvaerts
745,Steve,,Oualline
746,Edsger,,Dijkstra
747,Jaron,,Lanier
748,Bruce,,Dang
749,Adam,,Tornhill
750,Robert,,Maksimchuk
751,Jon,,Skeet
752,Richard,,Clarke
753,David,,Goldberg
754,Vadim,,Tkachenko
755,Jeff,,Langr
756,Andrew,,Case
757,Ã†leen,,Frisch
758,Robert,,Tibshirani
759,Edward,,Loper
760,Martin,,Kleppmann
761,Narasimha,,Karumanchi
762,Elias,,Bachaalany
763,Adam,,Chlipala
764,Jamie,,Allen
765,Ellen,,Siever
766,Don,,Widrig
767,Laurence,,Abbott
768,Hung,,Nguyen
769,Alvaro,,Videla
770,Nikhil,,Buduma
771,LuÃ­s,,Rodrigues
772,Stephen,,Schanuel
773,Kim,,Zetter
774,Raoul-Gabriel,,Urma
775,Remzi,,Arpaci-Dusseau
776,Linda,,Liukas
777,Mukesh,,Singhal
778,Ron,,Sigal
779,Paul,,Hudak
780,Jonathan,,Rosenberg
781,Duane,,Bibby
782,Ajay,,Agrawal
783,Brendan,,Gregg
784,Trevor,,Foucher
785,Steven,,Bird
786,Jimmy,,Nilsson
787,David,,Herman
788,Aaron,,Hillegass
789,Edward,,Reingold
790,Tom,,White
791,Christopher,,Bishop
792,Cathy,,Lazere
793,Mark,,Chu-Carroll
794,Gerard,,Tel
795,Jeffrey,,Zeldman
796,James,,Grenning
797,Antonio,,Goncalves
798,György,E.,Révész
799,Robert,,Reimann
800,Tom,,Poppendieck
801,William,,Poundstone
802,George,,Reese
803,Susannah,,Pfalzer
804,Chris,,Sims
805,Mark,,Sobell
806,Philipp,,Janert
807,Nicolai,,Josuttis
808,Michael,,Huth
809,Jonathan,,Seldin
810,William,,Couie
811,Dave,,Shreiner
812,Gabriella,,Coleman
813,Douglas,,Comer
814,Indra,,Widjaja
815,Albert,,Woodhull
816,Daniel,,Brolund
817,Jeremy,,Kun
818,Curtis,,Rose
819,Vijay,,Vazirani
820,Leonard,,Richardson
821,Mitchell,,Wand
822,Jonas,,BonA©r
823,Judea,,Pearl
824,Richard,Jr.,Wright
825,Jeff,,Sutherland
826,Scott,,McCartney
827,Mikko,,Lipasti
828,George,,Varghese
829,Alessandro,,Rubini
830,Behrouz,,Forouzan
831,Marc,,Loy
832,Micheline,,Kamber
833,Jamis,,Buck
834,John,,Carlin
835,John,,Lions
836,Ivar,,Jacobson
837,Ben,,Clark
838,Joseph,,Weizenbaum
839,John,,Resig
840,Stephen,,Huston
841,Simon,,Collison
842,Bill,,Phillips
843,Jake,,Vanderplas
844,David,,Black
845,Hans,,Rohnert
846,Arthur,,Riel
847,Doug,,Brown
848,James,,Newman
849,David,,Harris
850,Swaroop,,C.H.
851,Hsuan-Tien,,Lin
852,Dana,,Mackenzie
853,Ray,,Kurzweil
854,Walter,,Isaacson
855,Brian,,Okken
856,Donald,,Knuth
857,Ben,,Forta
858,Hannah,,Fry
859,Philip,,Klein
860,Sanjoy,,Dasgupta
861,Walter,,Savitch
862,Uwe,,Schöning
863,J.,,Scott
864,George,,Neville-Neil
865,Leon,,Breedt
866,Donald,,Norman
867,David,,McFarland
868,Conrad,,Barski
869,Nathaniel,,Popper
870,Martin,,Logan
871,Randall,,Hyde
872,Raymond,,Chen
873,Emil,,Eifrem
874,Kevin,,Murphy
875,A.E.,,Eiben
876,Andreas,,Antonopoulos
877,Dan,,Pilone
878,George,,Luger
879,Nat,,Pryce
880,Mark,,Bowden
881,Eben,,Hewitt
882,Joshua,,Gay
883,Ryan,,Boyd
884,David,,Solomon
885,Alistair,,Cockburn
886,Melanie,,Mitchell
887,Sam,,Ruby
888,B.,,Copeland
889,Clifford,,Stoll
890,Paul,,Butcher
891,Roger,,Penrose
892,Alberto,,Leon-Garcia
893,Thomas,,Sudkamp
894,Gary,,Flake
895,Aurélien,,Géron
896,Susanne,,Teschl
897,Jacob,,Kaplan-Moss
898,Robert,,Sedgewick
899,Tobias,,Klein
900,Rob,,Goodman
901,Jamie,,Bartlett
902,Nicholas,,Carr
903,Steve,,Wozniak
904,Michael,,Dawson
905,J.E.,,Smith
906,Grant,,Ingersoll
907,David,,Anderson
908,Thomas,,Limoncelli
909,Peter,,Kogge
910,Zvonko,,Vranesic
911,Luis,,Coelho
912,Cameron,,Newham
913,Zbigniew,,Michalewicz
914,T.J.,,OConnor
915,Vipin,,Kumar
916,Kristina,,Chodorow
917,Ceriel,,Jacobs
918,Casey,,Reas
919,Mirco,,Mannucci
920,Adnan,,Aziz
921,Luke,,Muehlhauser
922,Daniel,,Dennett
923,Frank,,Mittelbach
924,Marjorie,,Sayer
925,Jeff,,Carollo
926,Kenneth,,Cukier
927,A.K.,,Dewdney
928,Helen,,Gaines
929,Audrey,,Greenfeld
930,M.,,Mano
931,Keith,,Cooper
932,Simon,,Thompson
933,Greg,,Gagne
934,Per,,Hansen
935,Paul,,Wilson
936,Otfried,,Schwarzkopf
937,Nathan,,Torkington
938,David,,Vise
939,Jeremy,,Zawodny
940,Paul,,Horowitz
941,Douglas,,Rushkoff
942,David,,Christiansen
943,Joe,,Celko
944,Samuel,III,Harbison
945,Michael,,Tilson
946,John,,Heasman
947,Yaser,,Abu-Mostafa
948,Eric,,Haines
949,Paul,,Vitányi
950,Noam,,Nisan
951,Mark,,Summerfield
952,Evi,,Nemeth
953,Adewale,,Oshineye
954,John,,Markoff
955,Zach,,Dennis
956,Matthias,,Felleisen
957,Ola,,Ellnestam
958,Peter,,Harrington
959,Aaron,,Weber
960,Anil,,Madhavapeddy
961,Bob,,Baxley
963,Kyle,,Simpson
964,David,,Rogers
965,Jürgen,,Holdorf
966,Warren,,Weaver
967,Ian,,Goodfellow
968,Hillary,,Johnson
969,Barbara,,Moo
970,Justin,,Seitz
971,Eric,,Raymond
972,Edward,,Yourdon
973,Mark,,Seemann
974,Bobbi,,Young
975,Jim,,Conallen
976,Edwin,,Brady
977,Steve,,Krug
978,Jonathan,,Rasmusson
979,Russ,,Olsen
980,Paul,,Vigna
981,Kelsey,,Hightower
982,Caroline,,Jarrett
983,Keith,,Frankish
984,Joseph,,Albahari
985,Allen,,Downey
987,Peter,,Seibel
988,Peter,,Norvig
989,David,,Flanagan
990,April,,Chu
991,Marshall,,McKusick
992,Rick,,Kazman
993,Cynthia,,Andres
994,Francesco,,Cesarini
995,Pavel,,Pevzner
996,Andrew,,Koenig
997,Anshu,,Aggarwal
998,Krzysztof,,Cwalina
999,John,,Pierce
1000,Alexander,,Stepanov
1001,Blake,,Masters
1002,Stephen,,Prata
1003,Thomas,,Cormen
1004,Joshua,,Kerievsky
1005,Niall,,Murphy
1006,Patrick,,Niemeyer
1007,Udi,,Manber
1008,Tom,,Stuart
1009,Kate,,Thompson
1010,Joshua,,Gans
1011,Paolo,,Perrotta
1012,David,,Horn
1013,Lex,,Spoon
1014,Henry,,Korth
1015,Bill,,Wagner
1016,Matt,,Carter
1017,Philip,,Wadler
1018,Pete,,McBreen
1019,Paul,,Graham
1020,Dave,,Hoover
1021,Robert,,Cringely
1022,Stephen,,Davis
1023,Kurt,,Beyer
1024,Christian,,Rudder
1025,Randal,,Schwartz
1026,Alan,,Beaulieu
1027,Jamie,,Taylor
1028,Bill,,Rosenblatt
1029,David,,West
1030,Ben,,Whaley
1031,Donald,,Stewart
1032,Christopher,,Date
1033,Ã‰va,,Tardos
1034,Tadayoshi,,Kohno
1035,George,,Coulouris
1036,Gary,,Gregory
1037,Cricket,,Liu
1038,Elizabeth,,Castro
1039,Jay,,Wengrow
1040,Dave,,Thomas
1041,Murray,,Silverstein
1042,Scott,,Oaks
1043,Apostolos,,Doxiadis
1044,Peter,Linden,der
1045,Robin,,Williams
1046,Saul,,Teukolsky
1047,Anand,,Rajaraman
1048,Daniel,,Bovet
1049,Kevin,,Goldberg
1050,Mark,,Masse
1051,Andrew,,Troelsen
1052,William,,Aspray
1053,Adam,,Shook
1054,Ryan,,Mitchell
1055,Christian,,Cachin
1056,Avi,,Goldfarb
1057,Max,,Kanat-Alexander
1058,Noson,,Yanofsky
1059,Elbert,,Hannah
1060,Bill,,Venners
1061,Rafael,,Gonzalez
1062,Eric,,Bonabeau
1063,Richard,,Trudeau
1064,Ananth,,Grama
1065,Robert,,Daigneau
1066,A†leen,,Frisch
1067,Adam,,Drozdek
1068,Alfred,,Menezes
1069,Hal,,Stern
1070,P.W.,,Singer
1071,Shoko,,Azuma
1072,Malik,,Magdon-Ismail
1073,Daniel,,Greenfeld
1074,Kurt,,Mehlhorn
1075,Kevin,,Leyton-Brown
1076,Scott,,Page
1077,Brian,,Christian
1078,John,,Neumann
1079,Jane,,Margolis
1080,Adrian,,Kaehler
1081,Allen,,Harper
1082,Steven,,Muchnick
1083,Herbert,,Simon
1084,Stuart,,Halloway
1085,Ken,,Arnold
1086,Joseph,,Hellerstein
1087,Rob,,Conery
1088,Gerard,,Meszaros
1089,Kritina,,Holden
1090,Niels,,Ferguson
1091,Annie,,Donna
1092,Jim,,Gray
1093,Oleg,,Kiselyov
1094,Ian,,Wienand
1095,Trevor,,Burnham
1096,Josh,,Patterson
1097,Amy,,Langville
1098,C.A.R.,,Hoare
1099,Susanna,,Epp
1100,Rina,,Dechter
1101,Eric,,Sink
1102,Carlos,,Varela
1103,Lawrie,,Brown
1104,Jonathan,,Corbet
1105,Andrew,,Rudoff
